# SECTION A — collision-realistic float->int conversion sweep (60000 inputs)
# idx  in(hex)         scalar_out(hex16)   class
B4128   ffffffffffc67c80 000000007fffffff ffffffffeb5a2c80 fffffffffef784a2
B4129   00000000005dd6b3 000000007fffffff 0000000004479800 000000000051a9f6
B4130   ffffffffffd44360 000000007fffffff 0000000000000000 fffffffffe508692
B4131   ffffffffff87a70d 000000007fffffff 0000000000b9e200 fffffffffff331a2
B4132   ffffffffffffe60c 000000007fffffff 00000000735d9100 00000000162a3e60
B4133   0000000000194ec7 000000007fffffff ffffffffd4e71500 0000000000a9939b
B4134   00000000001a2419 000000007fffffff fffffffff08fe780 000000000125d9be
B4135   fffffffffff93907 000000007fffffff 0000000062393500 ffffffffffd7df7e
B4136   000000000053ed9b 000000007fffffff ffffffffdc1d2f00 ffffffffff842c0b
B4137   00000000006d6984 000000007fffffff 0000000000000000 00000000009e1860
B4138   000000000065a1be 000000007fffffff 000000001cea2100 00000000011a54a2
B4139   ffffffffffb2074e 000000007fffffff 00000000588efd00 0000000000006ce2
B4140   00000000006db1a5 000000007fffffff fffffffffa741a80 fffffffffebd4cb4
B4141   ffffffffffabd88f 000000007fffffff ffffffffd8321700 0000000000d9ed7a
B4142   000000000012ca16 000000007fffffff ffffffffd645a500 0000000000823cb4
B4143   ffffffffffd4d58c 000000007fffffff ffffffffcb279580 ffffffffffb3ea4f
B4144   ffffffffffe49841 000000007fffffff 0000000000000000 fffffffffe7501fe
B4145   00000000003b8115 000000007fffffff 0000000044a2c600 fffffffffdcac55c
B4146   ffffffffffbfe702 000000007fffffff 0000000034df6f00 ffffffffff1ee58d
B4147   ffffffffffe88d78 000000007fffffff ffffffff9aea7c80 fffffffffee29484
B4148   0000000000713781 000000007fffffff 000000005ed01c00 000000000067be97
B4149   00000000006718d1 000000007fffffff 000000004d135100 00000000005bbaf7
B4150   0000000000786330 000000007fffffff 0000000023ad5200 00000000006ddc4a
B4151   00000000002ef17e 000000007fffffff 0000000000000000 000000000019e7ff
B4152   ffffffffff983d71 000000007fffffff 000000005355e400 0000000001068f54
B4153   000000000071e610 000000007fffffff ffffffffa63db000 fffffffffe91e240
B4154   000000000008c5f8 000000007fffffff 0000000027609b00 00000000000a7edc
B4155   ffffffffffe89f75 000000007fffffff 0000000076b95f00 ffffffffff5e5bdc
B4156   ffffffffffafc0e0 000000007fffffff ffffffff8b427500 00000000009c0f26
B4157   ffffffffffe1038d 000000007fffffff 00000000311fe300 00000000009de56b
B4158   000000000005bb75 000000007fffffff 0000000000000000 ffffffffff2e29cf
B4159   00000000002c945c 000000007fffffff ffffffff992a3b00 ffffffffff7f7c78
B4160   00000000004e89d4 000000007fffffff 000000006fb91b00 0000000000473ca1
B4161   ffffffffff9e0880 000000007fffffff 000000007fffffff ffffffffff5e1260
B4162   ffffffffffdee6fa 000000007fffffff 000000004968cb00 ffffffffffae4558
B4163   ffffffffffd8d38b 000000007fffffff 0000000036718a00 0000000000054c51
B4164   ffffffffffa51e72 000000007fffffff fffffffffeca6200 000000000276c3d4
B4165   ffffffffffae9817 000000007fffffff 0000000000000000 fffffffffd34325c
B4166   ffffffffffe1c851 000000007fffffff 0000000065646900 00000000000da110
B4167   ffffffffffa5f318 000000007fffffff 000000006059e400 00000000016b9a9a
B4168   00000000003a7483 000000007fffffff fffffffff3014080 ffffffffff9d3044
B4169   ffffffffffd8f7ec 000000007fffffff ffffffffbc399180 00000000005e2493
B4170   ffffffffff87157a 000000007fffffff 0000000018538600 ffffffff8cfaf180
B4171   ffffffffffd3cd1d 000000007fffffff ffffffff92bcf680 fffffffffeb7f9fe
B4172   00000000003b83a0 000000007fffffff 0000000000000000 0000000000393f96
B4173   0000000000103469 000000007fffffff ffffffffdccd4d80 fffffffffe622842
B4174   ffffffffffd7b5af 000000007fffffff 0000000062b40f00 fffffffffe70d200
B4175   00000000001da7a8 000000007fffffff 000000005b553500 00000000009afe3f
B4176   000000000051ac6a 000000007fffffff 000000002988b300 ffffffffffbbca6a
B4177   ffffffffffcbcb7a 000000007fffffff ffffffff8c38ae80 000000001365bc40
B4178   000000000005e7c2 000000007fffffff ffffffffa3a47800 0000000000044e0d
B4179   00000000001da777 000000007fffffff 0000000000000000 00000000007b6d41
B4180   00000000001399ef 000000007fffffff 000000002e190600 ffffffffff1e6b25
B4181   ffffffffff9f21f6 000000007fffffff 000000001ecada00 0000000000498d23
B4182   00000000006cf360 000000007fffffff 000000005e6c2f00 000000000108f7f8
B4183   ffffffffffdf1ccb 000000007fffffff ffffffff80000000 ffffffffffc435cb
B4184   ffffffffffc03cc8 000000007fffffff ffffffff80000000 ffffffffff428c85
B4185   00000000004651e1 000000007fffffff 00000000459dec00 00000000003c7b2e
B4186   00000000003fcb0d 000000007fffffff 0000000000000000 0000000000b8ceca
B4187   ffffffffffe8b170 000000007fffffff ffffffff8a788c00 ffffffffffca2044
B4188   ffffffffffbd22b6 000000007fffffff 0000000004d5a400 0000000006955ad8
B4189   0000000000736501 000000007fffffff 000000002f530e00 ffffffffffb8238c
B4190   ffffffffffb1f561 000000007fffffff 000000002d8e1800 fffffffffd66bee8
B4191   00000000003fd23c 000000007fffffff 0000000076ca8300 0000000000780052
B4192   ffffffffffeba5ce 000000007fffffff ffffffffa2af4a00 0000000000134043
B4193   0000000000245859 000000007fffffff 0000000000000000 fffffffffee3da56
B4194   000000000048c35f 000000007fffffff 0000000048eab300 0000000000955400
B4195   00000000003d8050 000000007fffffff 000000000ac84200 fffffffffef4be86
B4196   000000000001d0dc 000000007fffffff 000000007ef4e000 0000000001c781b8
B4197   fffffffffff2c25d 000000007fffffff ffffffff8db33f00 fffffffffef271aa
B4198   000000000068bbf1 000000007fffffff fffffffff246ea80 ffffffffff5d788e
B4199   ffffffffffccaf08 000000007fffffff 0000000028408e00 ffffffffffb73b09
B4200   00000000003fae62 000000007fffffff 0000000000000000 ffffffffecc2a960
B4201   fffffffffff3bebb 000000007fffffff 00000000182ef700 ffffffffff1e292d
B4202   fffffffffff80b87 000000007fffffff ffffffffd581c500 00000000005e38be
B4203   ffffffffffcc9afe 000000007fffffff fffffffff3430e00 000000000118ba2e
B4204   fffffffffffca326 000000007fffffff 000000000bd96800 00000000008527ee
B4205   00000000002213f8 000000007fffffff fffffffff0dcbd00 00000000004a0b16
B4206   00000000005bb31c 000000007fffffff ffffffff984b0a00 ffffffffff93ddbb
B4207   000000000061a9ef 000000007fffffff 0000000000000000 00000000010a822e
B4208   ffffffffffc501f5 000000007fffffff ffffffffcd026b00 0000000000d96bc9
B4209   ffffffffffc4b968 000000007fffffff 00000000555a1b00 00000000009be336
B4210   000000000067a0f1 000000007fffffff 000000004b1db900 0000000000c869d6
B4211   ffffffffff98f36e 000000007fffffff ffffffffb9ba4080 ffffffffffd764ca
B4212   fffffffffff6030e 000000007fffffff ffffffff996a2a00 000000000170e638
B4213   fffffffffff64526 000000007fffffff 0000000077199900 ffffffffff0d9d43
B4214   00000000004544f4 000000007fffffff 0000000000000000 ffffffffff7c33e8
B4215   00000000006cd7c4 000000007fffffff 000000001416b400 00000000009709a5
B4216   00000000000d2a75 000000007fffffff ffffffffb15add00 fffffffffed6e80c
B4217   fffffffffff98765 000000007fffffff 00000000471d8a00 000000000009c638
B4218   ffffffffff9c8243 000000007fffffff 000000002feee000 ffffffffffc1b3f0
B4219   00000000004934bb 000000007fffffff fffffffff137f200 ffffffffffe4523b
B4220   000000000070e287 000000007fffffff 000000007feb0200 fffffffffdc6ccc4
B4221   ffffffffff8c3cab 000000007fffffff 0000000000000000 fffffffffe0727a0
B4222   00000000002c9bc8 000000007fffffff ffffffffd20ae080 00000000006c489c
B4223   ffffffffffbe02a5 000000007fffffff ffffffffc20ace80 00000000008e679a
B4224   ffffffffffeee88c 000000007fffffff 00000000322d5100 000000000af726d0
B4225   00000000006b6af3 000000007fffffff ffffffffaef20200 00000000009a1c34
B4226   ffffffffffdc3998 000000007fffffff ffffffffddc14c00 fffffffffe735f68
B4227   000000000074ab2d 000000007fffffff ffffffffeba54080 ffffffffff46f1b5
B4228   0000000000385a6b 000000007fffffff 0000000000000000 00000000026031f4
B4229   fffffffffff79a36 000000007fffffff 0000000063e9f900 00000000015f3cc0
B4230   0000000000402114 000000007fffffff ffffffff82222980 00000000030d89c4
B4231   00000000006a71f1 000000007fffffff 000000000b307e00 00000000001f4a62
B4232   ffffffffff98cf92 000000007fffffff ffffffff80000000 fffffffffc1d0be0
B4233   00000000006a8f86 000000007fffffff 0000000060bdf600 fffffffffeefa58e
B4234   0000000000383a29 000000007fffffff 000000000914a300 000000000086311a
B4235   00000000003632c8 000000007fffffff 0000000000000000 ffffffffff8af484
B4236   fffffffffff8ab0d 000000007fffffff 00000000042dd400 ffffffffff9e5201
B4237   ffffffffffdf1201 000000007fffffff ffffffffd523bf00 ffffffffff946db1
B4238   ffffffffffb7082e 000000007fffffff ffffffff82352d80 0000000000401b69
B4239   ffffffffff9f92f8 000000007fffffff ffffffffc7ac3180 00000000003876d0
B4240   000000000045afb5 000000007fffffff 000000005df87400 00000000001d184d
B4241   ffffffffffad1a28 000000007fffffff 0000000062328500 0000000000586068
B4242   0000000000395972 000000007fffffff 0000000000000000 00000000006d22fa
B4243   000000000054d735 000000007fffffff 000000002fab0e00 000000000069aaee
B4244   00000000001b3e84 000000007fffffff 0000000014f59600 0000000001c004f2
B4245   ffffffffff97cde2 000000007fffffff ffffffff806f3280 fffffffffff164d6
B4246   ffffffffffa88f22 000000007fffffff 000000001f142200 0000000000ce03f3
B4247   ffffffffffab1676 000000007fffffff ffffffffc6e64500 0000000000a39ab6
B4248   ffffffffff99a47b 000000007fffffff 000000007cd81500 00000000003fea8b
B4249   00000000001ae6f6 000000007fffffff 0000000000000000 000000000097fd8c
B4250   000000000020c3aa 000000007fffffff 000000006bebbb00 ffffffffffdd32d6
B4251   0000000000197b56 000000007fffffff ffffffffa76f3200 00000000014ffd22
B4252   fffffffffff219fa 000000007fffffff 000000004b9f1500 0000000000a2e129
B4253   00000000003a4e2f 000000007fffffff 0000000031e8b800 000000000231f2ec
B4254   00000000002d9511 000000007fffffff ffffffffb5308080 fffffffffc2a6b70
B4255   ffffffffffb967b0 000000007fffffff ffffffff97543000 fffffffffff1f796
B4256   ffffffffffe52056 000000007fffffff 0000000000000000 000000000a7d6920
B4257   fffffffffff2fb2a 000000007fffffff 0000000078525400 ffffffffffc8fac4
B4258   ffffffffffef9b70 000000007fffffff ffffffff8b240200 ffffffffff8be8ee
B4259   ffffffffffd3ab66 000000007fffffff ffffffffe03e7a80 ffffffffff698a65
B4260   000000000027abd9 000000007fffffff ffffffff86c86c00 000000000f33d910
B4261   fffffffffff99c6d 000000007fffffff 000000007fffffff fffffffffee2e396
B4262   0000000000649628 000000007fffffff ffffffff86559280 00000000029058e8
B4263   00000000006eac07 000000007fffffff 0000000000000000 fffffffffe195f68
B4264   00000000004ace21 000000007fffffff ffffffffd7b67b00 0000000000087fab
B4265   ffffffffff9f930a 000000007fffffff 000000000bb9e100 ffffffffffe4f308
B4266   ffffffffffea137b 000000007fffffff 000000004e9f0b00 0000000000d0ea69
B4267   ffffffffffc101aa 000000007fffffff ffffffffb6161a80 0000000000b64a0d
B4268   ffffffffff9ed5b4 000000007fffffff 000000005c638900 fffffffffd54f7d8
B4269   000000000012430e 000000007fffffff ffffffffaf76c000 ffffffffff108382
B4270   ffffffffffffd611 000000007fffffff 0000000000000000 00000000013bb878
B4271   ffffffffffa7b3b9 000000007fffffff ffffffff88842a80 00000000027903a8
B4272   ffffffffffa35cf8 000000007fffffff 000000001876fa00 00000000000309ac
B4273   ffffffffffb4370e 000000007fffffff fffffffface43e00 0000000000363369
B4274   000000000033e04e 000000007fffffff 00000000555ce600 00000000001185ec
B4275   ffffffffffc503be 000000007fffffff ffffffff80000000 00000000006fabf5
B4276   000000000022b606 000000007fffffff ffffffffd106e400 fffffffffea8de36
B4277   00000000000b04e1 000000007fffffff 0000000000000000 ffffffffffabd81f
B4278   000000000044bf8e 000000007fffffff ffffffffefc97c00 00000000004eb3f2
B4279   ffffffffffecd1e2 000000007fffffff 000000002c6e8100 00000000002dce39
B4280   ffffffffffba0f6e 000000007fffffff 00000000628b5800 fffffffffff231f5
B4281   ffffffffffb355d4 000000007fffffff 0000000048bcdf00 ffffffffff9afeec
B4282   000000000051a518 000000007fffffff 0000000054d12e00 00000000009a15ec
B4283   ffffffffffa0c703 000000007fffffff 0000000028e61000 0000000000506741
B4284   000000000071bd87 000000007fffffff 0000000000000000 00000000000f6c95
B4285   000000000004ef7f 000000007fffffff 0000000012309600 ffffffffffd518d9
B4286   00000000002c52e8 000000007fffffff 00000000572c2b00 fffffffffff7eea2
B4287   ffffffffffe49983 000000007fffffff fffffffff6d0d380 000000000cd9cee0
B4288   0000000000727a37 000000007fffffff 000000000723c400 0000000000a557c8
B4289   ffffffffffdcf9fa 000000007fffffff 00000000275d2100 00000000002b0e64
B4290   ffffffffffc64794 000000007fffffff ffffffffd590bc00 fffffffffbfc04c8
B4291   0000000000087d90 000000007fffffff 0000000000000000 000000000002b400
B4292   00000000001c75dd 000000007fffffff 000000007f4aee00 000000000009f3cf
B4293   ffffffffffab7adc 000000007fffffff 000000000c397b00 ffffffffffe72504
B4294   ffffffffffc4694e 000000007fffffff ffffffffaac41800 fffffffff8f09eb8
B4295   000000000004cb66 000000007fffffff ffffffffa9e3a180 ffffffffa8e5b900
B4296   00000000002e0a0f 000000007fffffff ffffffff904c9f00 00000000001bc28b
B4297   00000000002bad94 000000007fffffff 0000000071e00700 0000000000a942a2
B4298   ffffffffffbe9082 000000007fffffff 0000000000000000 ffffffffffa6cc71
B4299   00000000006a31b5 000000007fffffff ffffffffd0cb2200 ffffffffffa575d1
B4300   0000000000505afb 000000007fffffff 000000005aec1f00 ffffffffff92627b
B4301   0000000000734a85 000000007fffffff ffffffff90e7cc00 0000000004af76d8
B4302   ffffffffff8754e7 000000007fffffff 0000000068924d00 ffffffffff51e266
B4303   fffffffffff54e9f 000000007fffffff 0000000005ef7400 000000000073be09
B4304   0000000000234f76 000000007fffffff 0000000048b5cd00 ffffffffffccc8c3
B4305   000000000028bbc6 000000007fffffff 0000000000000000 fffffffffb91fac8
B4306   ffffffffffc788fd 000000007fffffff 000000005bf13200 0000000000cf8f64
B4307   ffffffffffbbbb0a 000000007fffffff 0000000061790f00 fffffffffefcaa66
B4308   ffffffffffa44527 000000007fffffff 000000006f4db200 ffffffffff62bae4
B4309   ffffffffffe91874 000000007fffffff 00000000705cec00 00000000008d303a
B4310   ffffffffffe126b9 000000007fffffff 0000000054ce7d00 000000000026577e
B4311   000000000073497f 000000007fffffff 000000004ac14500 00000000004aafdb
B4312   ffffffffffbd2b7a 000000007fffffff 0000000000000000 ffffffffff58af1d
B4313   000000000053f164 000000007fffffff ffffffffa5c16a00 0000000000686f85
B4314   ffffffffffb55d6f 000000007fffffff 000000003c4bcd00 0000000000ba2ef3
B4315   ffffffffffff1f0e 000000007fffffff 0000000053fe3d00 fffffffffe713e42
B4316   00000000001e323b 000000007fffffff 000000005c71b500 0000000019edc340
B4317   00000000006eea77 000000007fffffff 000000007b8aa900 000000000082e577
B4318   000000000035c66c 000000007fffffff 0000000029359500 fffffffffee07194
B4319   00000000000b9203 000000007fffffff 0000000000000000 000000000599d770
B4320   00000000002724d4 000000007fffffff ffffffffbb2b2c80 00000000007288b7
B4321   000000000037945e 000000007fffffff 000000000da7f600 000000000083df16
B4322   0000000000255962 000000007fffffff ffffffffeab64a80 ffffffffff65dcb5
B4323   ffffffffffc667af 000000007fffffff ffffffffa1aea400 00000000006eb44d
B4324   00000000001ef90e 000000007fffffff ffffffffde4ad600 0000000000978ec6
B4325   000000000034ab41 000000007fffffff 0000000034b32600 00000000095ec8a0
B4326   000000000061aba6 000000007fffffff 0000000000000000 ffffffffff70e074
B4327   ffffffffffedb87b 000000007fffffff 0000000026f60f00 0000000000742902
B4328   ffffffffffb9e003 000000007fffffff 00000000039aa300 fffffffffe77501e
B4329   00000000003b8674 000000007fffffff 0000000031c8ed00 0000000000f9a27f
B4330   ffffffffffc82e18 000000007fffffff ffffffffb4462300 ffffffffffe3ebf1
B4331   ffffffffffa4568c 000000007fffffff ffffffffe046b880 ffffffffffc3ebf6
B4332   0000000000228c43 000000007fffffff ffffffffc8c22600 ffffffffffa4f56b
B4333   00000000006884af 000000007fffffff 0000000000000000 ffffffffff563384
B4334   ffffffffffa2ecc2 000000007fffffff ffffffff9b684680 000000000048c94b
B4335   00000000005e8bcc 000000007fffffff ffffffffcf6e9a00 00000000123e8680
B4336   ffffffffffc5f44a 000000007fffffff ffffffff9a868680 0000000000326e1b
B4337   ffffffffff905459 000000007fffffff 0000000057389700 000000000007ac08
B4338   ffffffffffbe1f3e 000000007fffffff 0000000072dc2400 0000000000306736
B4339   ffffffffff92bebd 000000007fffffff ffffffffa5fdfd00 ffffffffff5dccb7
B4340   000000000053a591 000000007fffffff 0000000000000000 000000000038e385
B4341   00000000001a8e6c 000000007fffffff 000000006a857200 0000000001bbe986
B4342   ffffffffffa0245f 000000007fffffff 0000000028c1aa00 ffffffffff9bec3b
B4343   000000000036ea81 000000007fffffff ffffffffd639eb80 ffffffffff664d39
B4344   ffffffffff93b487 000000007fffffff 0000000013ccf800 ffffffffffcceb31
B4345   000000000006459c 000000007fffffff ffffffff8b21da80 000000000024b2d0
B4346   ffffffffffd10144 000000007fffffff 0000000008ba4b00 fffffffffae7d1a0
B4347   0000000000159c98 000000007fffffff 0000000000000000 00000000016bf206
B4348   000000000067d23f 000000007fffffff 0000000014c98800 0000000000b060d3
B4349   ffffffffffb5075d 000000007fffffff ffffffffca239980 0000000000d67740
B4350   ffffffffffa4015f 000000007fffffff 0000000058054700 ffffffffffb9f5e7
B4351   ffffffffffec0aa7 000000007fffffff ffffffff9fadec80 00000000009a164e
B4352   ffffffffffe8efaa 000000007fffffff ffffffff80000000 fffffffffb50a1e0
B4353   ffffffffffc4cc41 000000007fffffff 0000000059406600 ffffffff80000000
B4354   000000000079d255 000000007fffffff 0000000000000000 fffffffffd5c3f1c
B4355   0000000000725666 000000007fffffff ffffffffd4f2a980 000000000093ce35
B4356   000000000079cbd4 000000007fffffff ffffffffd1abdb80 ffffffffffd11727
B4357   00000000000aa230 000000007fffffff 000000001b1b1800 000000000061d6c7
B4358   00000000000c70dc 000000007fffffff ffffffffc0c4f980 00000000059ad510
B4359   00000000000fca75 000000007fffffff 000000007e925c00 0000000000067a69
B4360   00000000004b7821 000000007fffffff ffffffff80000000 fffffffffeb38df2
B4361   00000000002e3565 000000007fffffff 0000000000000000 0000000000681adf
B4362   ffffffffffbf4d7d 000000007fffffff ffffffff93cef000 ffffffffff16e698
B4363   fffffffffff3db13 000000007fffffff 000000005f6d2000 ffffffffff242d1c
B4364   ffffffffffd762a4 000000007fffffff ffffffffd9d98c80 ffffffffff828297
B4365   0000000000603b26 000000007fffffff 00000000219a0400 ffffffffffd0a6dd
B4366   00000000002272de 000000007fffffff ffffffff868bbf00 0000000000b1ad61
B4367   ffffffffffd43e02 000000007fffffff 000000000a877100 ffffffffff2ad624
B4368   ffffffffffdda314 000000007fffffff 0000000000000000 0000000001ebc5ca
B4369   ffffffffffc33db2 000000007fffffff 000000000022e200 ffffffffff701740
B4370   ffffffffffe0d22a 000000007fffffff ffffffffcaa79400 00000000005aad7e
B4371   0000000000780d43 000000007fffffff ffffffffd5620a80 ffffffffda731000
B4372   00000000006a45fa 000000007fffffff 0000000009977500 ffffffffff67a399
B4373   0000000000187b50 000000007fffffff ffffffffeaf1bf80 00000000000fe32c
B4374   00000000002544e2 000000007fffffff 000000002dd56100 0000000005b4c2c0
B4375   ffffffffff8b0f55 000000007fffffff 0000000000000000 0000000000586c89
